;  CONO DALMATA-helado ; Helado de Miel  ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas ; Ciboulette ; Fruton ; 3,000 ; c/u ; 165 ; 495 ; 5 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas ; Rucula ; Comercial Johnson ; 0,300 ; kg ; 11.765 ; 3.530 ; 36 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas ; Tomate cherry ; Fruton ; 1,050 ; kg ; 1.980 ; 2.079 ; 21 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas ; Alcachofa fondo ; Miguel Farias ; 3,750 ; kg ; 6.090 ; 22.838 ; 229 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas-crostini rect. ; Pan guagua ; MIGUEL FARIAS ; 2,700 ; kg ; 4.980 ; 13.446 ; 135 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas-crostini rect. ; Mantequilla ; Cabezas y cia ; 0,400 ; kg ; 8.391 ; 3.356 ; 34 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas-crostini rect. ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
; AF-Crostini rectangular, ricotta, rúcula,tomates cherry y alcachofas-crostini rect. ; Orégano ; Fruton ; 0,040 ; kg ; 3.900 ; 156 ; 2 
; AF-Crostinis 15 por plato ; Pan guagua ; MIGUEL FARIAS ; 1,890 ; kg ; 4.980 ; 9.412 ; 95 
; AF-Crostinis 15 por plato ; Aceite de oliva ; Arasil ; 0,090 ; lt ; 5.782 ; 520 ; 6 
; AF-Crostinis 15 por plato ; Mantequilla ; Cabezas y cia ; 0,020 ; kg ; 8.391 ; 168 ; 2 
; AF-Crostinis 15 por plato ; Orégano ; Fruton ; 0,010 ; kg ; 3.900 ; 39 ; 1 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Carpaccio filete ; churrasco de filete carpaccio ; Pallet Steak ; 0,600 ; kg ; 11.950 ; 7.170 ; 72 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Carpaccio filete ; Queso parmesano en trozo ; Don Jaime ; 0,200 ; kg ; 12.524 ; 2.505 ; 26 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Carpaccio filete ; Limón ; Fruton ; 0,200 ; kg ; 1.590 ; 318 ; 4 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Carpaccio filete  ; Alcaparras ; Delicias y mas SpA ; 0,070 ; frasco ; 7.890 ; 552 ; 6 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Crostini ; Pan guagua ; MIGUEL FARIAS ; 1,080 ; kg ; 4.980 ; 5.378 ; 54 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Crostini ; Mantequilla ; Cabezas y cia ; 0,100 ; kg ; 8.391 ; 839 ; 9 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Crostini ; Aceite de oliva ; Arasil ; 0,050 ; lt ; 5.782 ; 289 ; 3 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Crostini ; Orégano ; Fruton ; 0,010 ; kg ; 3.900 ; 39 ; 1 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Mantequilla de perejil ; Mantequilla ; Cabezas y cia ; 0,200 ; kg ; 8.391 ; 1.678 ; 17 
 AF02B ; AF-crostinis de filete y mantequilla de perejil-Mantequilla de perejil ; Perejil ; Comercial Valencia ; 0,100 ; kg ; 1.980 ; 198 ; 2 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-carpaccio de salmon ; Salmón ahumado ; Southwind ; 0,700 ; kg ; 18.500 ; 12.950 ; 130 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-carpaccio de salmon ; Queso parmesano en trozo ; Don Jaime ; 0,200 ; kg ; 12.524 ; 2.505 ; 26 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-carpaccio de salmon ; Alcaparras ; Delicias y mas SpA ; 0,150 ; frasco ; 7.890 ; 1.184 ; 12 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-carpaccio de salmon ; Limón ; Fruton ; 0,200 ; kg ; 1.590 ; 318 ; 4 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-crostini ; Pan guagua ; MIGUEL FARIAS ; 1,080 ; kg ; 4.980 ; 5.378 ; 54 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-crostini ; Mantequilla ; Cabezas y cia ; 0,100 ; kg ; 8.391 ; 839 ; 9 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-crostini ; Alcaparras ; Delicias y mas SpA ; 0,050 ; frasco ; 7.890 ; 395 ; 4 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-crostini ; Aceite de oliva ; Arasil ; 0,050 ; lt ; 5.782 ; 289 ; 3 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-crostini ; Orégano ; Fruton ; 0,010 ; kg ; 3.900 ; 39 ; 1 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-mantequilla de perejil ; Mantequilla ; Cabezas y cia ; 0,200 ; kg ; 8.391 ; 1.678 ; 17 
 AF02C ; AF-crostinis de salmon ahumado y mantequilla de perejil-mantequilla de perejil ; Perejil ; Comercial Valencia ; 0,100 ; kg ; 1.980 ; 198 ; 2 
 ES07B ; AFE-Q.BRIE con chutney de higos Y manzanas ; Queso brie ; Quillayes ; 2,500 ; kg ; 8.505 ; 21.263 ; 213 
 ES07B ; AFE-Q.BRIE con chutney de higos Y manzanas ; Higos secos ; MIGUEL FARIAS ; 0,300 ; kg ; 6.945 ; 2.084 ; 21 
 ES07B ; AFE-Q.BRIE con chutney de higos Y manzanas ; azúcar ; Delicias y mas SpA ; 0,150 ; kg ; 1.300 ; 195 ; 2 
 ES07B ; AFE-Q.BRIE con chutney de higos Y manzanas ; Manzana verde ; Fruton ; 0,900 ; kg ; 890 ; 801 ; 9 
 ES07B ; AFE-Q.BRIE con chutney de higos Y manzanas ; Mantequilla ; Cabezas y cia ; 0,300 ; kg ; 8.391 ; 2.517 ; 26 
 ES07B ; AFE-Q.BRIE con chutney de higos Y manzanas ; azúcar ; Delicias y mas SpA ; 0,300 ; kg ; 1.300 ; 390 ; 4 
 BXL ; AFE-Q.camembert con damascos turcos pistachos y miel (cuchara china )-camembert ; Queso camembert ; Quillayes ; 1,200 ; kg ; 9.902 ; 11.882 ; 119 
 BXL ; AFE-Q.camembert con damascos turcos pistachos y miel (cuchara china )-Damascos.. ; damascos turcos ; Tres Valles Spa ; 0,700 ; kg ; 12.100 ; 8.470 ; 85 
 BXL ; AFE-Q.camembert con damascos turcos pistachos y miel (cuchara china )-Damascos.. ; Pistacho ; MIGUEL FARIAS ; 0,300 ; kg ; 28.815 ; 8.645 ; 87 
 BXL ; AFE-Q.camembert con damascos turcos pistachos y miel (cuchara china )-Damascos.. ; miel ; Fruton ; 0,500 ; kg ; 3.980 ; 1.990 ; 20 
; AF-Erizos en cuchara china ; erizos ; Glberto ; 1,000 ; kg ; 32.000 ; 32.000 ; 320 
; AF-Erizos en cuchara china ; limón de pica ; Fruton ; 0,800 ; kg ; 3.690 ; 2.952 ; 30 
; AF-Erizos en cuchara china ; Aceite de oliva ; Arasil ; 0,050 ; lt ; 5.782 ; 289 ; 3 
; AF-Erizos en cuchara china-Salsa de cilantro ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,250 ; kg ; 3.650 ; 913 ; 10 
; AF-Erizos en cuchara china-Salsa de cilantro ; cilantro ; Fruton ; 0,100 ; kg ; 1.980 ; 198 ; 2 
; AF-Erizos en cuchara china-Salsa de cilantro ; limón ; Fruton ; 0,500 ; kg ; 1.590 ; 795 ; 8 
 BXNC ; AF-Erizos en cuchara china-Salsa de cilantro ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 1,000 ; kg ; 3.650 ; 3.650 ; 37 
 BXNC ; AF-Erizos en cuchara china-Salsa de cilantro ; cilantro ; Fruton ; 0,500 ; kg ; 1.980 ; 990 ; 10 
 BXNC ; AF-Erizos en cuchara china-Salsa de cilantro ; limón ; Fruton ; 0,500 ; kg ; 1.590 ; 795 ; 8 
 MPF15A ; AF-Erizos en tasa sin asa ; erizos ; Glberto ; 4,500 ; kg ; 32.000 ; 144.000 ; 1.440 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; cebolla morada ; Fruton ; 1,000 ; kg ; 690 ; 690 ; 7 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; Limon sutil ; Fruton ; 3,000 ; kg ; 2.490 ; 7.470 ; 75 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; Ciboulette ; Fruton ; 15,000 ; c/u ; 165 ; 2.475 ; 25 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; Ají amarillo fresco ; Fruton ; 0,150 ; kg ; 4.900 ; 735 ; 8 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
 MPF15A ; AF-Erizos en tasa sin asa-cucharas chinas con pebre ; aji no moto ; Fruton ; 0,060 ; kg ; 1.816 ; 109 ; 2 
; AF-Escabeche de machas y guacamole ; perejil ; Comercial Valencia ; 0,400 ; kg ; 1.980 ; 792 ; 8 
; AF-Escabeche de machas y guacamole ; Ciboulette ; Fruton ; 7,000 ; c/u ; 165 ; 1.155 ; 12 
; AF-Escabeche de machas y guacamole ; Jengibre fresco ; Fruton ; 0,030 ; kg ; 2.980 ; 89 ; 1 
; AF-Escabeche de machas y guacamole ; Ají Tabasco ; Fruton ; 0,300 ; frasco ; 3.800 ; 1.140 ; 12 
; AF-Escabeche de machas y guacamole ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
; AF-Escabeche de machas y guacamole ; Machas lengua precocidas ; congelados vv spa ; 7,000 ; kg ; 32.000 ; 224.000 ; 2.240 
; AF-Escabeche de machas y guacamole ; cebolla morada ; Fruton ; 1,000 ; kg ; 690 ; 690 ; 7 
; AF-Escabeche de machas y guacamole ; Limon sutil ; Fruton ; 0,500 ; kg ; 2.490 ; 1.245 ; 13 
; AF-Escabeche de machas y guacamole ; limón ; Fruton ; 4,000 ; kg ; 1.590 ; 6.360 ; 64 
; AF-Escabeche de machas y guacamole ; Concentrado de tomate ; Delicias y mas SpA ; 0,100 ; kg ; 6.390 ; 639 ; 7 
; AF-Escabeche de machas y guacamole ; vinagre de jerez ; Delicias y mas SpA ; 0,400 ; botella ; 2.990 ; 1.196 ; 12 
; AF-Escabeche de machas y guacamole-guacamole ; Tomate ; Fruton ; 1,500 ; kg ; 1.490 ; 2.235 ; 23 
; AF-Escabeche de machas y guacamole-guacamole ; Palta hass ; Palta royal ; 2,000 ; kg ; 4.000 ; 8.000 ; 80 
; AF-Escabeche de machas y guacamole-guacamole ; Ciboulette ; Fruton ; 1,500 ; c/u ; 165 ; 248 ; 3 
; AF-Escabeche de machas y guacamole-guacamole ; Perejil ; Comercial Valencia ; 0,025 ; kg ; 1.980 ; 50 ; 1 
; AF-Escabeche de machas y guacamole-guacamole ; Limón ; Fruton ; 0,075 ; kg ; 1.590 ; 119 ; 2 
; AF-Escabeche de machas y guacamole-platano frito ; Plátano Verde ; Fruton ; 1,400 ; kg ; 1.980 ; 2.772 ; 28 
; AF-Escabeche de machas y guacamole-platano frito ; aceite ; Fruton ; 1,000 ; lt ; 3.450 ; 3.450 ; 35 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; perejil ; Comercial Valencia ; 0,400 ; kg ; 1.980 ; 792 ; 8 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Ciboulette ; Fruton ; 7,000 ; c/u ; 165 ; 1.155 ; 12 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Jengibre fresco ; Fruton ; 0,030 ; kg ; 2.980 ; 89 ; 1 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Ají Tabasco ; Fruton ; 0,300 ; frasco ; 3.800 ; 1.140 ; 12 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Ostión sin coral picado ; Southwind ; 4,000 ; kg ; 14.000 ; 56.000 ; 560 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Camarón 100/200 ; Southwind ; 3,000 ; kg ; 5.300 ; 15.900 ; 159 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; cebolla morada ; Fruton ; 1,000 ; kg ; 690 ; 690 ; 7 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Limon sutil ; Fruton ; 0,500 ; kg ; 2.490 ; 1.245 ; 13 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; limón ; Fruton ; 4,000 ; kg ; 1.590 ; 6.360 ; 64 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; Concentrado de tomate ; Delicias y mas SpA ; 0,100 ; kg ; 6.390 ; 639 ; 7 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano  ; vinagre de jerez ; Delicias y mas SpA ; 0,400 ; botella ; 2.990 ; 1.196 ; 12 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-guacamole ; Tomate ; Fruton ; 1,500 ; kg ; 1.490 ; 2.235 ; 23 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-guacamole ; Palta hass ; Palta royal ; 2,000 ; kg ; 4.000 ; 8.000 ; 80 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-guacamole ; Ciboulette ; Fruton ; 1,500 ; c/u ; 165 ; 248 ; 3 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-guacamole ; Perejil ; Comercial Valencia ; 0,025 ; kg ; 1.980 ; 50 ; 1 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-guacamole ; Limón ; Fruton ; 0,075 ; kg ; 1.590 ; 119 ; 2 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-plátano frito ; Plátano Verde ; Fruton ; 1,400 ; kg ; 1.980 ; 2.772 ; 28 
 MPF10D ; AF-Escabeche de ostion y camaron mexicano-plátano frito ; aceite ; Fruton ; 1,000 ; lt ; 3.450 ; 3.450 ; 35 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Huevo de codorniz ; huevos de codorniz ; Fruton ; 55,000 ; c/u ; 166 ; 9.130 ; 92 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tapenade ; Aceitunas moradas ; Fruton ; 0,300 ; kg ; 5.200 ; 1.560 ; 16 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tapenade ; Aceite de oliva ; Arasil ; 0,300 ; lt ; 5.782 ; 1.735 ; 18 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tartaro  ; Soya ; Delicias y mas SpA ; 0,600 ; lt ; 2.645 ; 1.587 ; 16 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tartaro  ; Jengibre fresco ; Fruton ; 0,050 ; kg ; 2.980 ; 149 ; 2 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tartaro  ; Perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tartaro  ; Ciboulette ; Fruton ; 4,000 ; c/u ; 165 ; 660 ; 7 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tartaro TUBO 2,5 ; Salmón fresco ; Southwind ; 4,400 ; kg ; 11.600 ; 51.040 ; 511 
 10 ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tuil parmesano ; Queso parmesano en trozo ; Don Jaime ; 1,000 ; kg ; 12.524 ; 12.524 ; 126 
 ES11B ; AFE-tartaro de salmon en torre coronado por huevo de codorniz-Tuil parmesano ; Queso parmesano en trozo ; Don Jaime ; 1,000 ; kg ; 12.524 ; 12.524 ; 126 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; posta rosada de wagyu ; Pallet Steak ; 4,000 ; kg ; 7.998 ; 31.992 ; 320 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; cebolla morada ; Fruton ; 1,200 ; kg ; 690 ; 828 ; 9 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; cilantro ; Fruton ; 0,300 ; kg ; 1.980 ; 594 ; 6 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; Mostaza a la antigua ; A Y R ; 0,250 ; kg ; 2.500 ; 625 ; 7 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; Ají Tabasco ; Fruton ; 0,500 ; frasco ; 3.800 ; 1.900 ; 19 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; vinagre de jerez ; Delicias y mas SpA ; 1,000 ; botella ; 2.990 ; 2.990 ; 30 
 8 ; AFE-tartaro de wayu TUBO 2,5 ; Limon sutil ; Fruton ; 2,000 ; kg ; 2.490 ; 4.980 ; 50 
; AFE-tartaro de wayu TUBO 2,5 ; posta rosada de wagyu ; Pallet Steak ; 4,000 ; kg ; 7.998 ; 31.992 ; 320 
; AFE-tartaro de wayu TUBO 2,5 ; cebolla morada ; Fruton ; 1,200 ; kg ; 690 ; 828 ; 9 
; AFE-tartaro de wayu TUBO 2,5 ; cilantro ; Fruton ; 0,300 ; kg ; 1.980 ; 594 ; 6 
; AFE-tartaro de wayu TUBO 2,5 ; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 
; AFE-tartaro de wayu TUBO 2,5 ; Mostaza a la antigua ; A Y R ; 0,250 ; kg ; 2.500 ; 625 ; 7 
; AFE-tartaro de wayu TUBO 2,5 ; Ají Tabasco ; Fruton ; 0,500 ; frasco ; 3.800 ; 1.900 ; 19 
; AFE-tartaro de wayu TUBO 2,5 ; vinagre de jerez ; Delicias y mas SpA ; 1,000 ; botella ; 2.990 ; 2.990 ; 30 
; AFE-tartaro de wayu TUBO 2,5 ; Limon sutil ; Fruton ; 2,000 ; kg ; 2.490 ; 4.980 ; 50 
; AFE-tartaro de wayu TUBO 2,5-ACEITE DE ACEITUNA  ; ACEITE ; Fruton ; 0,500 ; lt ; 3.450 ; 1.725 ; 18 
; AFE-tartaro de wayu TUBO 2,5-ACEITE DE ACEITUNA  ; Aceitunas de azapa ; Fruton ; 0,500 ; kg ; 3.690 ; 1.845 ; 19 
; AFE-tartaro de wayu TUBO 2,5-ACEITE ROJO ; Aceite de oliva ; Arasil ; 0,100 ; lt ; 5.782 ; 578 ; 6 
; AFE-tartaro de wayu TUBO 2,5-ACEITE ROJO ; Concentrado de tomate ; Delicias y mas SpA ; 0,017 ; kg ; 6.390 ; 107 ; 2 
; AFE-tartaro de wayu TUBO 2,5-ACEITE ROJO ; Ají cacho de cabra ; Fruton ; 0,200 ; kg ; 12.900 ; 2.580 ; 26 
; AFE-tartaro de wayu TUBO 2,5-BROTES DECO ; MIZUNA ; Fruton ; 0,250 ; kg ; 3.980 ; 995 ; 10 
; AFE-tartaro de wayu TUBO 2,5-CHIP DE PAPAS ; Papas Moradas chilotas ; Fruton ; 0,500 ; kg ; 3.590 ; 1.795 ; 18 
; AFE-tartaro de wayu TUBO 2,5-CHIP DE PAPAS ; ACEITE ; Fruton ; 3,000 ; lt ; 3.450 ; 10.350 ; 104 
; AFE-tartaro de wayu TUBO 2,5-HELADO ; Helado de moSTAZA GRANO ; Heca ; 2,500 ; lt ; 4.400 ; 11.000 ; 110 
 8 ; AFE-tartaro de wayu-BAGUETTE ; Pan Baguette ; Deli Meals ; 2,000 ; c/u ; 924 ; 1.848 ; 19 
 8 ; AFE-tartaro de wayu-BAGUETTE ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
 8 ; AFE-tartaro de wayu-BAGUETTE ; Tomillo fresco ; Fruton ; 0,250 ; atado ; 1.390 ; 348 ; 4 
 8 ; AFE-tartaro de wayu-TAPENADE ; Aceitunas moradas ; Fruton ; 0,300 ; kg ; 5.200 ; 1.560 ; 16 
 8 ; AFE-tartaro de wayu-TAPENADE ; Aceite de oliva ; Arasil ; 0,300 ; lt ; 5.782 ; 1.735 ; 18 
 ES3A ; AFE-Vaso de tequila con ceviche de camaron-deco ciboulette ; Camarón 100/200 ; Southwind ; 4,000 ; kg ; 5.300 ; 21.200 ; 212 
 ES3A ; AFE-Vaso de tequila con ceviche de camaron-deco ciboulette ; cebolla morada ; Fruton ; 0,600 ; kg ; 690 ; 414 ; 5 
 ES3A ; AFE-Vaso de tequila con ceviche de camaron-deco ciboulette ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
 ES3A ; AFE-Vaso de tequila con ceviche de camaron-deco ciboulette ; Ciboulette ; Fruton ; 3,500 ; c/u ; 165 ; 578 ; 6 
 ES3B ; AFE-Vaso de tequila con ceviche de ostion y tapenade ; Ostión sin coral picado ; Southwind ; 4,000 ; kg ; 14.000 ; 56.000 ; 560 
 ES3B ; AFE-Vaso de tequila con ceviche de ostion y tapenade ; cebolla morada ; Fruton ; 0,600 ; kg ; 690 ; 414 ; 5 
 ES3B ; AFE-Vaso de tequila con ceviche de ostion y tapenade ; Ciboulette ; Fruton ; 4,000 ; c/u ; 165 ; 660 ; 7 
 ES3B ; AFE-Vaso de tequila con ceviche de ostion y tapenade ; Aceitunas moradas ; Fruton ; 0,100 ; kg ; 5.200 ; 520 ; 6 
 ES3B ; AFE-Vaso de tequila con ceviche de ostion y tapenade ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
 ES4C ; AFE-Vaso de tequila con ceviche de salmon paltas y limas ; Salmón fresco ; Southwind ; 2,000 ; kg ; 11.600 ; 23.200 ; 232 
 ES4C ; AFE-Vaso de tequila con ceviche de salmon paltas y limas ; ciboulette ; Fruton ; 4,000 ; c/u ; 165 ; 660 ; 7 
 ES4C ; AFE-Vaso de tequila con ceviche de salmon paltas y limas ; Palta hass ; Palta royal ; 2,000 ; kg ; 4.000 ; 8.000 ; 80 
 ES4C ; AFE-Vaso de tequila con ceviche de salmon paltas y limas ; Limón ; Fruton ; 2,000 ; kg ; 1.590 ; 3.180 ; 32 
; AF-Frutillas con queso crema y pistachos  ; Frutilla natural ; Fruton ; 1,500 ; kg ; 4.980 ; 7.470 ; 75 
; AF-Frutillas con queso crema y pistachos  ; Queso crema ; Delicias y mas SpA ; 0,400 ; kg ; 6.961 ; 2.784 ; 28 
; AF-Frutillas con queso crema y pistachos  ; Pistacho ; MIGUEL FARIAS ; 0,300 ; kg ; 28.815 ; 8.645 ; 87 
; AF-Frutillas con queso crema y pistachos  ; Tenedores de madera ; cambiar ; 100,000 ; c/u ; 9 ; 900 ; 9 
; AF-Frutillas envuelto en jamon Serrano  ; Frutilla natural ; Fruton ; 1,500 ; kg ; 4.980 ; 7.470 ; 75 
; AF-Frutillas envuelto en jamon Serrano  ; Vinagre balsámico ; A Y R ; 0,200 ; botella ; 2.000 ; 400 ; 4 
; AF-Frutillas envuelto en jamon Serrano  ; Azúcar ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 
; AF-Frutillas envuelto en jamon Serrano  ; Crema de cassis ; Escocia ; 0,200 ; c/u ; 3.422 ; 684 ; 7 
; AF-Frutillas envuelto en jamon Serrano  ; Oporto ; CAMBIAR ; 0,150 ; botella ; 5.512 ; 827 ; 9 
; AF-Frutillas envuelto en jamon Serrano  ; Jamón crudo ; Globe Italia ; 0,500 ; kg ; 21.780 ; 10.890 ; 109 
; AF-Frutillas envuelto en jamon Serrano  ; Brochetas de 12 cm ; Delicias y mas SpA ; 1,000 ; pqte ; 790 ; 790 ; 8 
; AF-Grandes camarones escabechados sobre guacamole en cucharas chinas ; Palta hass ; Palta royal ; 2,000 ; kg ; 4.000 ; 8.000 ; 80 
; AF-Grandes camarones escabechados sobre guacamole en cucharas chinas ; Tomate ; Fruton ; 2,000 ; kg ; 1.490 ; 2.980 ; 30 
; AF-Grandes camarones escabechados sobre guacamole en cucharas chinas ; cebolla ; Fruton ; 0,250 ; kg ; 690 ; 173 ; 2 
; AF-Grandes camarones escabechados sobre guacamole en cucharas chinas ; limón ; Fruton ; 0,250 ; kg ; 1.590 ; 398 ; 4 
; AF-Grandes camarones escabechados sobre guacamole en cucharas chinas ; Camarón 26/30 ; Cero Pacifico ; 1,285 ; kg ; 7.400 ; 9.509 ; 96 
 5 ; AF-hummus ; humus tahine ; Nezar Lama ; 1,500 ; kg ; 11.800 ; 17.700 ; 177 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; cebolla morada ; Fruton ; 0,100 ; kg ; 690 ; 69 ; 1 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; Reineta fresca fileteada ; Southwind ; 0,600 ; kg ; 6.000 ; 26.200 ; 262 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; Limón ; Fruton ; 9,000 ; kg ; 1.590 ; 14.310 ; 144 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; aji amarillo ; Fruton ; 0,060 ; kg ; 4.900 ; 294 ; 3 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; cilantro ; Fruton ; 0,060 ; kg ; 1.980 ; 119 ; 2 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; ajo ; Comercial Valencia ; 0,500 ; c/u ; 450 ; 225 ; 3 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; Jengibre fresco ; Fruton ; 0,010 ; kg ; 2.980 ; 30 ; 1 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; leche ; Cabezas y cia ; 1,000 ; lt ; 999 ; 999 ; 10 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; aji no moto ; Fruton ; 0,030 ; kg ; 1.816 ; 54 ; 1 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; sal ; Fruton ; 0,030 ; kg ; 550 ; 17 ; 1 
 AF04C2 ; AF-Leche de tigre. 2 lt. Vasos de tequila ; apio ; Delicias y mas SpA ; 0,030 ; mata ; 980 ; 29 ; 1 
; AF-Leche de tigre. 2 lt. Vasos de tequila ; cebolla morada ; Fruton ; 0,100 ; kg ; 690 ; 69 ; 1 
; AF-Leche de tigre. 2 lt. Vasos de tequila ; Reineta fresca fileteada ; Southwind ; 0,300 ; kg ; 6.000 ; 26.200 ; 262 
; AF-Leche de tigre. 2 lt. Vasos de tequila ; Limón ; Fruton ; 9,000 ; kg ; 1.590 ; 14.310 ; 144 
; AF-Leche de tigre. 2 lt. Vasos de tequila ; aji amarillo ; Fruton ; 0,060 ; kg ; 4.900 ; 294 ; 3 
; AF-Leche de tigre. 2 lt. Vasos de tequila ; cilantro ; Fruton ; 0,060 ; kg ; 1.980 ; 119 ; 2 
; AF-Leche de tigre. 2 lt. Vasos de tequila ; ajo ; Comercial Valencia ; 0,500 ; c/u ; 450 ; 225 ; 3 
